epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,57521.1,1.88991,1.91036,3.26178,0.74462,0.52802,0.61903,0.41603,2.65007,3.24795,3.41307,0.00572179,0.00572179,0.00572179
139,57938.3,1.88524,1.91743,3.24347,0.75203,0.53112,0.62061,0.41721,2.65176,3.23629,3.40948,0.0056704,0.0056704,0.0056704
140,58355.1,1.87413,1.87426,3.24418,0.75127,0.52999,0.62263,0.41867,2.64248,3.22464,3.40036,0.00561894,0.00561894,0.00561894
141,58771.4,1.88206,1.8802,3.24428,0.75832,0.52912,0.62572,0.42161,2.63736,3.21093,3.39641,0.00556742,0.00556742,0.00556742
142,59188.3,1.87662,1.85308,3.24629,0.76548,0.52913,0.62907,0.42412,2.63728,3.19654,3.39285,0.00551584,0.00551584,0.00551584
143,59605.2,1.87806,1.83508,3.24324,0.76542,0.53285,0.63163,0.42683,2.63253,3.18825,3.38641,0.00546421,0.00546421,0.00546421
144,60022,1.86486,1.83231,3.21823,0.76281,0.53431,0.63182,0.42777,2.62828,3.18644,3.3841,0.00541253,0.00541253,0.00541253
145,60439.3,1.85936,1.82329,3.21054,0.76467,0.53667,0.63683,0.43137,2.62241,3.17012,3.37757,0.00536081,0.00536081,0.00536081
146,60856.2,1.85699,1.7951,3.21037,0.76031,0.5369,0.63833,0.43393,2.62261,3.15554,3.37534,0.00530906,0.00530906,0.00530906
147,61272.9,1.85207,1.76978,3.21323,0.7633,0.53824,0.64002,0.43624,2.61847,3.14245,3.37154,0.00525728,0.00525728,0.00525728
148,61690,1.83839,1.737,3.18685,0.76622,0.53888,0.64342,0.43942,2.61063,3.1321,3.36452,0.00520548,0.00520548,0.00520548
149,62108.8,1.82952,1.7507,3.17669,0.76339,0.54112,0.64504,0.44011,2.60659,3.11562,3.35978,0.00515366,0.00515366,0.00515366
150,62526.8,1.82918,1.7328,3.18101,0.76459,0.54244,0.64557,0.44099,2.60083,3.10822,3.35291,0.00510184,0.00510184,0.00510184
151,62945,1.82238,1.70144,3.17455,0.76484,0.54307,0.64958,0.44361,2.59646,3.09961,3.34984,0.00505,0.00505,0.00505
152,63363.5,1.8269,1.69556,3.17789,0.76496,0.54726,0.65061,0.44505,2.592,3.0885,3.34651,0.00499816,0.00499816,0.00499816
153,63781.5,1.81985,1.67222,3.16524,0.76745,0.54909,0.65307,0.44596,2.58798,3.08327,3.34554,0.00494634,0.00494634,0.00494634
154,64199.6,1.81727,1.68135,3.17428,0.77461,0.55115,0.65492,0.44791,2.58265,3.07392,3.33942,0.00489452,0.00489452,0.00489452
155,64618.2,1.82228,1.65985,3.17014,0.77586,0.55553,0.65562,0.44949,2.57625,3.06189,3.33405,0.00484272,0.00484272,0.00484272
156,65035.3,1.80621,1.66742,3.15478,0.77691,0.55727,0.65784,0.45093,2.57121,3.04656,3.33017,0.00479094,0.00479094,0.00479094
157,65453.5,1.80654,1.66022,3.15223,0.779,0.55857,0.65794,0.45145,2.56277,3.04237,3.3241,0.00473919,0.00473919,0.00473919
158,65870.8,1.79943,1.6462,3.14174,0.78166,0.56304,0.65692,0.45167,2.56065,3.0331,3.31995,0.00468747,0.00468747,0.00468747
159,66288.1,1.79686,1.62632,3.13519,0.77107,0.56238,0.65567,0.45286,2.55751,3.0288,3.31637,0.00463579,0.00463579,0.00463579
160,66705.1,1.79987,1.61624,3.13567,0.77293,0.56757,0.65583,0.453,2.55536,3.01325,3.31185,0.00458416,0.00458416,0.00458416
161,67122.7,1.79425,1.62091,3.13534,0.78109,0.56278,0.65794,0.45508,2.55124,3.00157,3.30693,0.00453258,0.00453258,0.00453258
162,67539.6,1.78109,1.58799,3.11653,0.78336,0.56529,0.66069,0.45729,2.5478,2.99366,3.30282,0.00448106,0.00448106,0.00448106
163,67956.8,1.78281,1.6016,3.12144,0.79091,0.57092,0.6633,0.45911,2.54523,2.98588,3.2994,0.0044296,0.0044296,0.0044296
164,68374.5,1.7778,1.60982,3.11995,0.79475,0.56594,0.66239,0.45898,2.54083,2.98797,3.29667,0.00437821,0.00437821,0.00437821
165,68791,1.77594,1.59708,3.11724,0.79617,0.56226,0.66403,0.45961,2.53669,2.98466,3.29094,0.00432689,0.00432689,0.00432689
166,69207.9,1.76991,1.59597,3.11574,0.7946,0.56805,0.66615,0.46087,2.53197,2.97782,3.28884,0.00427565,0.00427565,0.00427565
167,69625.6,1.76813,1.59167,3.10659,0.7892,0.56839,0.66812,0.46189,2.52842,2.96207,3.28585,0.00422449,0.00422449,0.00422449
168,70043.6,1.76337,1.56013,3.10354,0.78649,0.56777,0.66876,0.46241,2.52644,2.94448,3.28457,0.00417343,0.00417343,0.00417343
169,70461.8,1.76444,1.56642,3.10419,0.7881,0.56857,0.67101,0.46445,2.5191,2.93763,3.27823,0.00412246,0.00412246,0.00412246
170,70879.9,1.75392,1.55975,3.0859,0.80135,0.56712,0.67414,0.46685,2.51247,2.9345,3.27099,0.0040716,0.0040716,0.0040716
171,71297.3,1.75213,1.57344,3.08515,0.79756,0.57244,0.67746,0.46969,2.50393,2.92713,3.26222,0.00402084,0.00402084,0.00402084
172,71715.5,1.74853,1.53712,3.09068,0.79141,0.57556,0.67701,0.46932,2.49664,2.92473,3.25676,0.00397019,0.00397019,0.00397019
173,72131.9,1.7377,1.49837,3.07349,0.79561,0.57349,0.67863,0.47193,2.48939,2.90863,3.25213,0.00391966,0.00391966,0.00391966
174,72548.8,1.73445,1.49241,3.07401,0.79534,0.57556,0.68008,0.47373,2.48544,2.89198,3.24937,0.00386926,0.00386926,0.00386926
175,72966.3,1.72907,1.473,3.06368,0.79809,0.57663,0.68182,0.47518,2.48435,2.87001,3.24505,0.00381899,0.00381899,0.00381899
176,73383.8,1.73042,1.46413,3.05214,0.79638,0.57658,0.68059,0.47477,2.47912,2.85955,3.24086,0.00376885,0.00376885,0.00376885
177,73800.4,1.71843,1.44707,3.04797,0.79041,0.57701,0.68399,0.47751,2.47514,2.83904,3.23674,0.00371885,0.00371885,0.00371885
178,74217.4,1.7153,1.44671,3.03792,0.7843,0.578,0.68193,0.47549,2.47121,2.83055,3.23289,0.00366899,0.00366899,0.00366899
179,74634.3,1.70741,1.40654,3.03029,0.78931,0.57987,0.6852,0.47937,2.46749,2.81283,3.22783,0.00361929,0.00361929,0.00361929
