epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,40082.6,2.01258,2.42915,3.44764,0.70583,0.42842,0.53285,0.34752,2.72533,3.85242,3.60559,0.00783231,0.00783231,0.00783231
95,40508.9,1.9986,2.40928,3.42679,0.70314,0.42669,0.54059,0.35249,2.7197,3.84298,3.59753,0.00778929,0.00778929,0.00778929
96,40935.5,2.00007,2.38015,3.43442,0.71228,0.43391,0.54634,0.3561,2.71767,3.83219,3.59194,0.00774596,0.00774596,0.00774596
97,41361.4,1.98949,2.35487,3.42226,0.7181,0.43605,0.5514,0.35962,2.71856,3.81384,3.59085,0.00770234,0.00770234,0.00770234
98,41788,1.99334,2.34164,3.4287,0.7142,0.43983,0.55533,0.36232,2.71347,3.8006,3.58251,0.00765843,0.00765843,0.00765843
99,42214.6,1.99463,2.33138,3.42588,0.71422,0.44245,0.55823,0.36499,2.71352,3.78038,3.5782,0.00761423,0.00761423,0.00761423
100,42640.6,1.98772,2.30862,3.40914,0.71377,0.44452,0.56342,0.36798,2.71006,3.76845,3.57579,0.00756976,0.00756976,0.00756976
101,43066.6,1.98495,2.30876,3.41594,0.7177,0.44801,0.56878,0.3708,2.70482,3.75309,3.57395,0.007525,0.007525,0.007525
102,43492.3,1.98984,2.28861,3.40891,0.71791,0.44771,0.57349,0.37465,2.70342,3.73761,3.56728,0.00747997,0.00747997,0.00747997
103,43918.9,1.97833,2.27378,3.39002,0.71523,0.4542,0.57655,0.37659,2.70353,3.71814,3.56805,0.00743468,0.00743468,0.00743468
104,44345.2,1.96218,2.26311,3.38244,0.72067,0.45689,0.57916,0.37867,2.69032,3.68728,3.55446,0.00738913,0.00738913,0.00738913
105,44771,1.96624,2.23523,3.38932,0.71393,0.45994,0.58171,0.38019,2.68874,3.66853,3.55175,0.00734332,0.00734332,0.00734332
106,45197.1,1.96676,2.21713,3.38448,0.71715,0.46686,0.58401,0.38253,2.68136,3.65539,3.54128,0.00729725,0.00729725,0.00729725
107,45623.5,1.94845,2.21023,3.36167,0.7228,0.47184,0.58851,0.38493,2.67614,3.64265,3.53491,0.00725094,0.00725094,0.00725094
108,46050.1,1.95553,2.20339,3.36834,0.73266,0.47295,0.59282,0.38766,2.67373,3.63074,3.52945,0.00720439,0.00720439,0.00720439
109,46476.8,1.95695,2.17804,3.35825,0.73562,0.47745,0.59883,0.39166,2.66908,3.61407,3.52426,0.00715761,0.00715761,0.00715761
110,46903.5,1.94454,2.1831,3.35738,0.73755,0.47623,0.60093,0.39338,2.66611,3.60167,3.51902,0.00711059,0.00711059,0.00711059
111,47330.2,1.93532,2.1506,3.34019,0.73492,0.4793,0.60367,0.39562,2.66456,3.6033,3.51573,0.00706335,0.00706335,0.00706335
112,47756.7,1.94041,2.14263,3.35373,0.73064,0.4885,0.60649,0.39794,2.66235,3.58578,3.51242,0.00701588,0.00701588,0.00701588
113,48183.5,1.93567,2.12188,3.34555,0.73035,0.48977,0.60962,0.39989,2.6564,3.58129,3.50696,0.0069682,0.0069682,0.0069682
114,48610.2,1.93709,2.10287,3.35214,0.73303,0.49082,0.61232,0.40201,2.65385,3.5671,3.50426,0.00692031,0.00692031,0.00692031
115,49036.8,1.93594,2.10199,3.33546,0.72952,0.49393,0.61345,0.40355,2.63904,3.57398,3.49289,0.00687222,0.00687222,0.00687222
